Fixation_AOI_Carousel_position,Fixation_AOI_Movie_position_in_carousel,n_users_tasks,exam_freq,exam_row,inner_freq
6.0,4.0,332,46.76056338028169,459,72.33115468409585
6.0,5.0,321,45.2112676056338,459,69.93464052287581
6.0,6.0,97,13.661971830985916,459,21.13289760348584
6.0,7.0,113,15.91549295774648,459,24.618736383442265
6.0,8.0,114,16.056338028169016,459,24.836601307189543
6.0,9.0,115,16.19718309859155,459,25.054466230936818
6.0,10.0,117,16.47887323943662,459,25.49019607843137
6.0,11.0,82,11.549295774647888,459,17.86492374727669
6.0,12.0,93,13.098591549295774,459,20.26143790849673
6.0,13.0,95,13.380281690140844,459,20.697167755991288
6.0,14.0,102,14.366197183098592,459,22.22222222222222
6.0,15.0,95,13.380281690140844,459,20.697167755991288
7.0,1.0,361,50.84507042253521,426,84.74178403755869
7.0,2.0,337,47.46478873239436,426,79.10798122065728
7.0,3.0,322,45.352112676056336,426,75.5868544600939
7.0,4.0,314,44.225352112676056,426,73.70892018779342
7.0,5.0,288,40.563380281690144,426,67.6056338028169
7.0,6.0,93,13.098591549295774,426,21.830985915492956
7.0,7.0,100,14.084507042253522,426,23.474178403755868
7.0,8.0,96,13.521126760563378,426,22.535211267605636
7.0,9.0,103,14.507042253521126,426,24.178403755868544
7.0,10.0,101,14.225352112676056,426,23.708920187793428
7.0,11.0,73,10.28169014084507,426,17.136150234741784
7.0,12.0,79,11.126760563380282,426,18.544600938967136
7.0,13.0,78,10.985915492957748,426,18.30985915492958
7.0,14.0,86,12.112676056338028,426,20.187793427230048
7.0,15.0,92,12.957746478873238,426,21.5962441314554
8.0,1.0,343,48.30985915492958,394,87.05583756345177
8.0,2.0,299,42.112676056338024,394,75.88832487309645
8.0,3.0,289,40.70422535211268,394,73.3502538071066
8.0,4.0,267,37.605633802816904,394,67.76649746192894
8.0,5.0,266,37.46478873239437,394,67.51269035532995
8.0,6.0,87,12.253521126760564,394,22.081218274111674
8.0,7.0,96,13.521126760563378,394,24.36548223350254
8.0,8.0,95,13.380281690140844,394,24.111675126903553
8.0,9.0,97,13.661971830985916,394,24.61928934010152
8.0,10.0,98,13.802816901408452,394,24.873096446700508
8.0,11.0,70,9.859154929577464,394,17.766497461928935
8.0,12.0,77,10.84507042253521,394,19.543147208121827
8.0,13.0,76,10.704225352112676,394,19.289340101522843
8.0,14.0,86,12.112676056338028,394,21.82741116751269
8.0,15.0,82,11.549295774647888,394,20.812182741116754
9.0,1.0,317,44.647887323943664,361,87.81163434903047
9.0,2.0,284,40.0,361,78.67036011080333
9.0,3.0,270,38.028169014084504,361,74.79224376731301
9.0,4.0,250,35.2112676056338,361,69.25207756232687
9.0,5.0,266,37.46478873239437,361,73.68421052631578
9.0,6.0,79,11.126760563380282,361,21.88365650969529
9.0,7.0,92,12.957746478873238,361,25.48476454293629
9.0,8.0,91,12.816901408450704,361,25.20775623268698
9.0,9.0,99,13.943661971830986,361,27.42382271468144
9.0,10.0,99,13.943661971830986,361,27.42382271468144
9.0,11.0,55,7.746478873239436,361,15.23545706371191
9.0,12.0,67,9.43661971830986,361,18.559556786703602
9.0,13.0,71,10.0,361,19.667590027700832
9.0,14.0,69,9.71830985915493,361,19.113573407202217
9.0,15.0,70,9.859154929577464,361,19.390581717451525
10.0,1.0,275,38.732394366197184,324,84.87654320987654
10.0,2.0,260,36.61971830985916,324,80.24691358024691
10.0,3.0,265,37.32394366197183,324,81.79012345679013
10.0,4.0,247,34.78873239436619,324,76.23456790123457
10.0,5.0,245,34.50704225352113,324,75.61728395061729
10.0,6.0,75,10.56338028169014,324,23.14814814814815
10.0,7.0,86,12.112676056338028,324,26.543209876543212
10.0,8.0,88,12.394366197183098,324,27.160493827160494
10.0,9.0,96,13.521126760563378,324,29.629629629629626
10.0,10.0,97,13.661971830985916,324,29.938271604938272
10.0,11.0,58,8.169014084507042,324,17.901234567901234
10.0,12.0,65,9.15492957746479,324,20.061728395061728
10.0,13.0,68,9.577464788732394,324,20.98765432098765
10.0,14.0,67,9.43661971830986,324,20.679012345679013
10.0,15.0,72,10.140845070422536,324,22.22222222222222
